Location,Country Code,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,A,B,C,R_squared
Argentina,ARG,CO2 Emissions Per Capita,13.107071302045112,13.741130723573992,12.935171535520576,13.65923629346486,14.69692680853058,14.87350780085979,15.464439172212598,16.057606612966847,16.335997254068772,15.16844439029584,16.02084007113484,15.803130338870455,15.71853588013745,15.998996590166065,15.471708768558337,15.776179211863433,14.610149883341206,14.256446030112375,13.976783071872566,13.241744581598153,12.007719218821313,13.216769510744312,-0.1798569888593315,-10.570612997860126,380.7053456446579,0.4902610301390318
Argentina,ARG,Renewable vs Non-Renewable Energy Generation,0.48936796531356624,0.7107801961319692,0.758175206812242,0.6078094566738853,0.45601479765035746,0.49632003955019144,0.522638436305591,0.4002044088654321,0.366368057508969,0.42139024100604267,0.38844142109895297,0.34677980616965204,0.30825022766621535,0.34784577747074047,0.33647976731457485,0.3137009986301217,0.28456697483159527,0.31685902963588797,0.3280372377111233,0.35668594404989146,0.36105864636379825,0.3649977922825404,-0.1798569888593315,-10.570612997860126,380.7053456446579,0.4902610301390318
Armenia,ARM,CO2 Emissions Per Capita,3.547478286255142,3.6384535753828504,3.143947665357933,3.5409066545140204,3.804716588626908,4.530298163981509,4.569712299676919,5.413817755200467,6.013273881225612,4.899981560208563,4.758896665402933,5.355464260205613,6.169562178216531,5.991464689450039,6.154027349797403,6.018954969351369,5.814754579415771,6.172246708308746,6.5529337118908595,7.186259571183741,7.842585326603004,8.170916051170668,0.20445319082397873,-1.934388086656936,-404.79981622530306,0.9039372819836525
Armenia,ARM,Renewable vs Non-Renewable Energy Generation,0.26846194784459815,0.20257059722425738,0.4292595757905369,0.5631997726626883,0.5013444876008365,0.3901628521126761,0.4434645286686103,0.45900747117906093,0.41684625188274826,0.554772739733538,0.6524705343278262,0.5050826178519359,0.40465994301795105,0.3935078079814923,0.3470295825077346,0.3953014009912505,0.47427791213220477,0.4136467931674983,0.42913219729625623,0.45718534901900965,0.31017596001215847,0.43973541926014004,0.20445319082397873,-1.934388086656936,-404.79981622530306,0.9039372819836525
Antigua and Barbuda,ATG,CO2 Emissions Per Capita,5.519777151422291,5.42200847077347,5.933905787939633,6.4299940864553315,6.5290258800876595,6.663603294144158,7.357827475122071,8.07442925648654,8.58092059674959,9.789296347031962,10.193329303926715,7.7034767943825,8.409363424732533,10.00309552866199,10.302495887310053,10.162061573698312,10.797605461331212,9.25896675775634,10.624007596097178,11.772984367706286,9.936781241906242,9.540179941857346,0.35783693007836365,-45.64828036679319,-710.34736067611,0.8445536633811654
Antigua and Barbuda,ATG,Renewable vs Non-Renewable Energy Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825901038485034,0.0004795144157814871,0.0014376899696048632,0.0014333333333333333,0.0019090909090909091,0.001875,0.01575,0.015843023255813955,0.01880813953488372,0.029088081548791354,0.03830064118317285,0.05206969606848194,0.05995127164430077,0.35783693007836365,-45.64828036679319,-710.34736067611,0.8445536633811654
Australia,AUS,CO2 Emissions Per Capita,59.22891877833404,60.21525078085517,60.03193865026332,61.133586362517796,61.631817441140285,62.744581269895335,63.050429936463665,63.29535106187349,62.134930695411164,61.29127255617637,59.33658073217064,57.41410576949245,56.12605649591913,53.840807123524804,52.67678795618581,52.15494351476812,51.16018737325557,50.27950050344436,50.121683291940506,49.15276265824759,46.569940870586116,45.454147867162895,-0.3749648177954483,-42.721190610355556,816.328267072101,0.8862294473912683
Australia,AUS,Renewable vs Non-Renewable Energy Generation,0.09131357911895095,0.0879635594000184,0.08524425198277383,0.09209033400434259,0.08907275769841383,0.09639601624573836,0.10247741348940281,0.09459180081388649,0.08826148683415737,0.08103328541557762,0.0940547371611674,0.11546237244337408,0.11717042646685633,0.1509427041746475,0.17087239458878864,0.15332214484935228,0.16932073450859572,0.1845949764016675,0.20507611862426878,0.24324872037557627,0.2895692860581716,0.36046005276774506,-0.3749648177954483,-42.721190610355556,816.328267072101,0.8862294473912683
Austria,AUT,CO2 Emissions Per Capita,23.749537208705522,23.46659225633784,26.193260854642013,28.044872648180004,27.15608777508375,27.902908720392706,27.8466209806424,27.126661250267773,25.79957629962209,24.310542269788666,24.41314693646271,24.00373988192777,24.128360550444242,24.204928915851195,22.507898967115345,23.14285812556934,23.279882622528405,24.358030331571257,24.33627149440627,24.27753280727754,21.119584563698627,21.648293754648527,-0.03103531453751191,-2.5692019908135117,93.0012630735053,0.6679329396575885
Austria,AUT,Renewable vs Non-Renewable Energy Generation,2.4371766757842024,2.088965804641408,2.0333460024687584,1.420393771621148,1.6313595168864594,1.5756260127165107,1.6921574800161672,1.9709283440406293,1.9950035309540097,2.1532023636953066,1.7221147753027992,1.6425732546816942,2.412517373163568,2.8262380904855817,3.2903412617505357,2.6856133323979052,2.965423905842511,2.5188485532369036,2.696211864203182,2.7873357976713646,3.2349512824540194,2.9309819730178366,-0.03103531453751191,-2.5692019908135117,93.0012630735053,0.6679329396575885
Azerbaijan,AZE,CO2 Emissions Per Capita,10.421512254305094,9.82792047563862,9.697480964396505,10.537673326532348,10.402988215855057,10.968290346109615,11.073055443954011,9.833893366389708,10.655914743478554,8.751938347265183,8.350445537230135,9.249778814252394,10.061025985328405,10.283570997624354,10.614981426477959,10.292874115444775,10.358346562426085,10.31395438426074,10.53725217864677,11.291198940612512,10.686615955461148,11.31915125121452,0.0003848693741252847,-11.650963363351138,10.725327401317074,0.38858916955873324
Azerbaijan,AZE,Renewable vs Non-Renewable Energy Generation,0.0893678997960967,0.07363178448129493,0.12109585756249626,0.13121113886379338,0.14508399599768287,0.151487690681166,0.11432463110102156,0.12134830364933531,0.1150032970995827,0.13954759028868222,0.22585695846737472,0.15189011238506073,0.08603918344978766,0.07484721301818717,0.06360410851079387,0.07998626415688607,0.09629631256837326,0.08843181218085558,0.08854472105967123,0.07906020047511444,0.057856619408087305,0.06155526879755774,0.0003848693741252847,-11.650963363351138,10.725327401317074,0.38858916955873324
Burundi,BDI,CO2 Emissions Per Capita,0.9882804991996239,0.6074131178904961,0.5829364623342855,0.5449789037354869,0.5417313640681773,0.5060619726023207,0.5110397703752453,0.556224998738138,0.4691656845784466,0.44468456245839244,0.46368930637405686,-0.04528742531118423,-0.051184310027105315,-0.03438956924017619,-0.046175443474376576,-0.03822461972184966,0.4246988678776671,0.43120078179618065,0.4702374592290302,0.46928949060189284,0.4675224084626251,0.47398118556349894,-0.015593881974969541,-0.008896325095650096,31.808872482951312,0.36110481135530526
Burundi,BDI,Renewable vs Non-Renewable Energy Generation,0,0,0,0,0,0,0,0,0,33.616769380473556,7.669194799270072,11.136148779542813,52.08760387811635,7.420949986998353,5.8678030906483984,6.198654958533696,7.547537988873206,5.2754492688916175,4.664647298235085,3.4282130475890322,2.364895780376208,1.5842189190728402,-0.015593881974969541,-0.008896325095650096,31.808872482951312,0.36110481135530526
Belgium,BEL,CO2 Emissions Per Capita,37.09332446472381,36.956175084795035,36.93726490912179,37.22210068606484,37.26950842388888,36.188965831655075,35.501139872286174,34.49057612919619,34.137931816074605,30.9104477466896,32.29639122090358,29.2783760955527,28.466372670148704,28.28501395898545,26.661917156545815,27.730405243353932,27.150743459205753,26.860343173782734,26.960618026833515,26.745210195335005,24.18312447398317,25.403015445450382,-0.5618843097645358,-7.461010300357529,1161.858155008876,0.9362872466016905
Belgium,BEL,Renewable vs Non-Renewable Energy Generation,0.012583164593578246,0.013651487059660173,0.014061360912382153,0.014286056712768763,0.01808674289776505,0.02520422778742361,0.036163542197483446,0.04119938570009566,0.05522499193501784,0.06343288125274799,0.07539101406695561,0.101323101574762,0.1450798921166861,0.1634666967643588,0.20254979577763632,0.26174073899775196,0.19986292806947215,0.22328251551720485,0.2971201880693506,0.26271434408048294,0.35560872932044846,0.29231406457621306,-0.5618843097645358,-7.461010300357529,1161.858155008876,0.9362872466016905
Benin,BEN,CO2 Emissions Per Capita,2.918963239046228,2.3773439554766815,2.4475191811978365,2.5007967412557535,2.4903786279756908,2.519497469451503,2.8126280749446213,2.9744209309207315,2.8882438140187765,2.952329581072321,3.0301028961295655,2.9128448756885907,2.7742525905030897,2.80883459465909,2.8887696413626047,2.944312174676841,3.3074202939853468,3.2633122622238466,3.44725767353509,3.2461178310563885,3.2931096172203658,3.396165201073025,0.04189885369874,0.7945143760129099,-81.32694444430457,0.7186794481237735
